CUSIP,SecurityType,SecurityTerm,AuctionDate,IssueDate,MaturityDate,Price,HighInvestmentRate,HighPrice,HighYield,InterestRate,LowInvestmentRate,LowPrice,Series,Spread,Strippable
912796L98,Bill,13-Week,11/29/2021,12/02/2021,03/03/2022,99.987361,0.00051,99.987361,,,,,,,
912796Q44,Bill,26-Week,11/29/2021,12/02/2021,06/02/2022,99.954500,0.00091,99.954500,,,,,,,
912796P60,Bill,14-Day,11/24/2021,11/30/2021,12/14/2021,99.997667,0.00061,99.997667,,,,,,,
912796P86,Bill,4-Week,11/24/2021,11/30/2021,12/28/2021,99.990278,0.00127,99.990278,,,,,,,
912796Q85,Bill,8-Week,11/24/2021,11/30/2021,01/25/2022,99.993000,0.00046,99.993000,,,,,,,
912796T25,Bill,119-Day,11/24/2021,11/30/2021,03/29/2022,99.976861,0.00071,99.976861,,,,,,,
91282CDL2,Note,7-Year,11/23/2021,11/30/2021,11/30/2028,99.419180,,99.419180,0.01588,0.015,,,S-2028,,Yes
912796Y94,Bill,35-Day,11/23/2021,11/26/2021,12/31/2021,99.985417,0.00152,99.985417,,,,,,,
91282CDE8,Note,1-Year 11-Month,11/23/2021,11/26/2021,10/31/2023,99.994138,,99.994138,,,,,BJ-2023,0.00035,No
91282CDM0,Note,2-Year,11/22/2021,11/30/2021,11/30/2023,99.755904,,99.755904,0.00623,0.005,,,BK-2023,,Yes
91282CDK4,Note,5-Year,11/22/2021,11/30/2021,11/30/2026,99.667191,,99.667191,0.01319,0.0125,,,AG-2026,,Yes
912796D30,Bill,13-Week,11/22/2021,11/26/2021,02/24/2022,99.987500,0.00051,99.987500,,,,,,,
912796Q36,Bill,26-Week,11/22/2021,11/26/2021,05/26/2022,99.964806,0.00071,99.964806,,,,,,,
91282CCM1,Note,9-Year 8-Month,11/18/2021,11/30/2021,07/15/2031,115.601579,,115.601579,-0.01145,0.00125,,,D-2031,,Yes
912796P78,Bill,4-Week,11/18/2021,11/23/2021,12/21/2021,99.991444,0.00112,99.991444,,,,,,,
912796Q77,Bill,8-Week,11/18/2021,11/23/2021,01/18/2022,99.993000,0.00046,99.993000,,,,,,,
912810TC2,Bond,20-Year,11/17/2021,11/30/2021,11/15/2041,98.940421,,98.940421,0.02065,0.02,,,Bonds of November 2041,,Yes
912796ZX0,Bill,22-Day,11/17/2021,11/23/2021,12/15/2021,99.992056,0.00132,99.992056,,,,,,,
912796S91,Bill,119-Day,11/17/2021,11/23/2021,03/22/2022,99.981819,0.00056,99.981819,,,,,,,
9127965G0,Bill,14-Day,11/16/2021,11/18/2021,12/02/2021,99.997861,0.00056,99.997861,,,,,,,
912796L80,Bill,13-Week,11/15/2021,11/18/2021,02/17/2022,99.988625,0.00046,99.988625,,,,,,,
912796H44,Bill,26-Week,11/15/2021,11/18/2021,05/19/2022,99.967139,0.00066,99.967139,,,,,,,
912796P60,Bill,4-Week,11/10/2021,11/16/2021,12/14/2021,99.996111,0.00051,99.996111,,,,,,,
912796Q69,Bill,8-Week,11/10/2021,11/16/2021,01/11/2022,99.990667,0.00061,99.990667,,,,,,,
912796S83,Bill,119-Day,11/10/2021,11/16/2021,03/15/2022,99.981819,0.00056,99.981819,,,,,,,
912810TB4,Bond,30-Year,11/10/2021,11/15/2021,11/15/2051,98.526943,,98.526943,0.0194,0.01875,,,Bonds of November 2051,,Yes
91282CDJ7,Note,10-Year,11/09/2021,11/15/2021,11/15/2031,99.359650,,99.359650,0.01444,0.01375,,,F-2031,,Yes
91282CDH1,Note,3-Year,11/08/2021,11/15/2021,11/15/2024,100.000000,,100.000000,0.0075,0.0075,,,AU-2024,,Yes
912796L72,Bill,13-Week,11/08/2021,11/12/2021,02/10/2022,99.988750,0.00046,99.988750,,,,,,,
912796Q28,Bill,26-Week,11/08/2021,11/12/2021,05/12/2022,99.967319,0.00066,99.967319,,,,,,,
912796P52,Bill,4-Week,11/04/2021,11/09/2021,12/07/2021,99.996889,0.00041,99.996889,,,,,,,
912796Q51,Bill,8-Week,11/04/2021,11/09/2021,01/04/2022,99.991444,0.00056,99.991444,,,,,,,
912796S75,Bill,119-Day,11/03/2021,11/09/2021,03/08/2022,99.981819,0.00056,99.981819,,,,,,,
912796N96,Bill,52-Week,11/02/2021,11/04/2021,11/03/2022,99.838222,0.00162,99.838222,,,,,,,
912796K99,Bill,13-Week,11/01/2021,11/04/2021,02/03/2022,99.987361,0.00051,99.987361,,,,,,,
912796P45,Bill,26-Week,11/01/2021,11/04/2021,05/05/2022,99.967139,0.00066,99.967139,,,,,,,
912796N88,Bill,4-Week,10/28/2021,11/02/2021,11/30/2021,99.995722,0.00056,99.995722,,,,,,,
912796P86,Bill,8-Week,10/28/2021,11/02/2021,12/28/2021,99.985222,0.00096,99.985222,,,,,,,
91282CDF5,Note,7-Year,10/28/2021,11/01/2021,10/31/2028,99.429922,,99.429922,0.01461,0.01375,,,R-2028,,Yes
912796S26,Bill,119-Day,10/27/2021,11/02/2021,03/01/2022,99.981819,0.00056,99.981819,,,,,,,
91282CDE8,Note,2-Year,10/27/2021,11/01/2021,10/31/2023,100.000000,,100.000000,,,,,BJ-2023,0.00035,No
91282CDG3,Note,5-Year,10/27/2021,11/01/2021,10/31/2026,99.845040,,99.845040,0.01157,0.01125,,,AF-2026,,Yes
91282CDD0,Note,2-Year,10/26/2021,11/01/2021,10/31/2023,99.789555,,99.789555,0.00481,0.00375,,,BH-2023,,Yes
912796ZX0,Bill,48-Day,10/26/2021,10/28/2021,12/15/2021,99.986667,0.00101,99.986667,,,,,,,
912796C31,Bill,13-Week,10/25/2021,10/28/2021,01/27/2022,99.986097,0.00056,99.986097,,,,,,,
912796P37,Bill,26-Week,10/25/2021,10/28/2021,04/28/2022,99.969667,0.00061,99.969667,,,,,,,
91282CDC2,Note,5-Year,10/21/2021,10/29/2021,10/15/2026,109.509314,,109.509314,-0.01685,0.00125,,,AE-2026,,Yes
912796N70,Bill,4-Week,10/21/2021,10/26/2021,11/23/2021,99.996111,0.00051,99.996111,,,,,,,
912796P78,Bill,8-Week,10/21/2021,10/26/2021,12/21/2021,99.984444,0.00101,99.984444,,,,,,,
912810TA6,Bond,19-Year 10-Month,10/20/2021,11/01/2021,08/15/2041,94.354444,,94.354444,0.021,0.0175,,,Bonds of August 2041,,Yes
912796R92,Bill,119-Day,10/20/2021,10/26/2021,02/22/2022,99.981819,0.00056,99.981819,,,,,,,
912796H69,Bill,27-Day,10/20/2021,10/22/2021,11/18/2021,99.995875,0.00056,99.995875,,,,,,,
912796N88,Bill,40-Day,10/19/2021,10/21/2021,11/30/2021,99.993889,0.00056,99.993889,,,,,,,
912796K81,Bill,13-Week,10/18/2021,10/21/2021,01/20/2022,99.986097,0.00056,99.986097,,,,,,,
912796G45,Bill,26-Week,10/18/2021,10/21/2021,04/21/2022,99.969667,0.00061,99.969667,,,,,,,
912796N62,Bill,4-Week,10/14/2021,10/19/2021,11/16/2021,99.997278,0.00035,99.997278,,,,,,,
912796P60,Bill,8-Week,10/14/2021,10/19/2021,12/14/2021,99.987556,0.00081,99.987556,,,,,,,
912796H77,Bill,39-Day,10/14/2021,10/18/2021,11/26/2021,99.994042,0.00056,99.994042,,,,,,,
912796R84,Bill,119-Day,10/13/2021,10/19/2021,02/15/2022,99.983472,0.00051,99.983472,,,,,,,
912810SZ2,Bond,29-Year 10-Month,10/13/2021,10/15/2021,08/15/2051,98.908044,,98.908044,0.02049,0.02,,,Bonds of August 2051,,Yes
91282CDB4,Note,3-Year,10/12/2021,10/15/2021,10/15/2024,99.970331,,99.970331,0.00635,0.00625,,,AT-2024,,Yes
91282CCS8,Note,9-Year 10-Month,10/12/2021,10/15/2021,08/15/2031,96.968273,,96.968273,0.01584,0.0125,,,E-2031,,Yes
912796K73,Bill,13-Week,10/12/2021,10/14/2021,01/13/2022,99.987361,0.00051,99.987361,,,,,,,
912796P29,Bill,26-Week,10/12/2021,10/14/2021,04/14/2022,99.972194,0.00056,99.972194,,,,,,,
912796N54,Bill,4-Week,10/07/2021,10/12/2021,11/09/2021,99.997278,0.00035,99.997278,,,,,,,
912796P52,Bill,8-Week,10/07/2021,10/12/2021,12/07/2021,99.982889,0.00112,99.982889,,,,,,,
912796J67,Bill,64-Day,10/06/2021,10/13/2021,12/16/2021,99.991111,0.00051,99.991111,,,,,,,
912796R76,Bill,119-Day,10/06/2021,10/12/2021,02/08/2022,99.981819,0.00056,99.981819,,,,,,,
912796ZB8,Bill,8-Day,10/05/2021,10/07/2021,10/15/2021,99.996889,0.00142,99.996889,,,,,,,
912796M89,Bill,52-Week,10/05/2021,10/07/2021,10/06/2022,99.909000,0.00091,99.909000,,,,,,,
912796K65,Bill,13-Week,10/04/2021,10/07/2021,01/06/2022,99.989889,0.00041,99.989889,,,,,,,
912796N47,Bill,26-Week,10/04/2021,10/07/2021,04/07/2022,99.972194,0.00056,99.972194,,,,,,,
912796M63,Bill,4-Week,09/30/2021,10/05/2021,11/02/2021,99.996500,0.00046,99.996500,,,,,,,
912796N88,Bill,8-Week,09/30/2021,10/05/2021,11/30/2021,99.993778,0.00041,99.993778,,,,,,,
912796Q93,Bill,119-Day,09/29/2021,10/05/2021,02/01/2022,99.983472,0.00051,99.983472,,,,,,,
91282CCY5,Note,7-Year,09/28/2021,09/30/2021,09/30/2028,99.453681,,99.453681,0.01332,0.0125,,,Q-2028,,Yes
912796A90,Bill,13-Week,09/27/2021,09/30/2021,12/30/2021,99.991153,0.00035,99.991153,,,,,,,
912796N39,Bill,26-Week,09/27/2021,09/30/2021,03/31/2022,99.974722,0.00051,99.974722,,,,,,,
91282CDA6,Note,2-Year,09/27/2021,09/30/2021,09/30/2023,99.880464,,99.880464,0.0031,0.0025,,,BG-2023,,Yes
91282CCZ2,Note,5-Year,09/27/2021,09/30/2021,09/30/2026,99.440349,,99.440349,0.0099,0.00875,,,AD-2026,,Yes
91282CCM1,Note,9-Year 10-Month,09/23/2021,09/30/2021,07/15/2031,112.982468,,112.982468,-0.00939,0.00125,,,D-2031,,Yes
912796M55,Bill,4-Week,09/23/2021,09/28/2021,10/26/2021,99.996111,0.00051,99.996111,,,,,,,
912796N70,Bill,8-Week,09/23/2021,09/28/2021,11/23/2021,99.994556,0.00035,99.994556,,,,,,,
912796Q85,Bill,119-Day,09/22/2021,09/28/2021,01/25/2022,99.988431,0.00035,99.988431,,,,,,,
91282CCQ2,Note,1-Year 10-Month,09/22/2021,09/24/2021,07/31/2023,100.005620,,100.005620,,,,,BE-2023,0.00029,No
912810TA6,Bond,19-Year 11-Month,09/21/2021,09/30/2021,08/15/2041,99.249087,,99.249087,0.01795,0.0175,,,Bonds of August 2041,,Yes
912796J75,Bill,13-Week,09/20/2021,09/23/2021,12/23/2021,99.991153,0.00035,99.991153,,,,,,,
912796F38,Bill,26-Week,09/20/2021,09/23/2021,03/24/2022,99.977250,0.00046,99.977250,,,,,,,
912796M48,Bill,4-Week,09/16/2021,09/21/2021,10/19/2021,99.995722,0.00056,99.995722,,,,,,,
912796N62,Bill,8-Week,09/16/2021,09/21/2021,11/16/2021,99.991444,0.00056,99.991444,,,,,,,
912796Q77,Bill,119-Day,09/15/2021,09/21/2021,01/18/2022,99.985125,0.00046,99.985125,,,,,,,
912796J67,Bill,13-Week,09/13/2021,09/16/2021,12/16/2021,99.989889,0.00041,99.989889,,,,,,,
912796N21,Bill,26-Week,09/13/2021,09/16/2021,03/17/2022,99.974722,0.00051,99.974722,,,,,,,
912810SZ2,Bond,29-Year 11-Month,09/09/2021,09/15/2021,08/15/2051,102.042432,,102.042432,0.0191,0.02,,,Bonds of August 2051,,Yes
912796M30,Bill,4-Week,09/09/2021,09/14/2021,10/12/2021,99.995333,0.00061,99.995333,,,,,,,
912796N54,Bill,8-Week,09/09/2021,09/14/2021,11/09/2021,99.989889,0.00066,99.989889,,,,,,,
91282CCS8,Note,9-Year 11-Month,09/08/2021,09/15/2021,08/15/2031,99.184765,,99.184765,0.01338,0.0125,,,E-2031,,Yes
912796Q69,Bill,119-Day,09/08/2021,09/14/2021,01/11/2022,99.985125,0.00046,99.985125,,,,,,,
91282CCX7,Note,3-Year,09/07/2021,09/15/2021,09/15/2024,99.785680,,99.785680,0.00447,0.00375,,,AS-2024,,Yes
912796F61,Bill,21-Day,09/07/2021,09/09/2021,09/30/2021,99.997083,0.00051,99.997083,,,,,,,
